SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE
Cyornis ruficauda [ruficauda Group],Chestnut-tailed Jungle Flycatcher (Philippine),chtjuf2,issf,28688.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cyornis ruficauda ocularis,Chestnut-tailed Jungle Flycatcher (Sulu),chtjuf3,issf,28693.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cyornis ruficauda ruficrissa/isola,Chestnut-tailed Jungle Flycatcher (Crocker),chtjuf4,issf,28694.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cyornis pelingensis,Banggai Jungle Flycatcher,banjuf1,species,28697.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cyornis colonus,Sula Jungle Flycatcher,suljuf1,species,28698.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cyornis sp.,Cyornis sp.,blufly1,spuh,28699.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossyphicula roberti,White-bellied Robin-Chat,wbrcha1,species,28700.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossyphicula roberti roberti,White-bellied Robin-Chat (White-bellied),whbroc1,issf,28701.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossyphicula roberti rufescentior,White-bellied Robin-Chat (Albertine),whbroc2,issf,28702.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha isabellae,Mountain Robin-Chat,morcha1,species,28703.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha isabellae batesi,Mountain Robin-Chat (Highland),mouroc1,issf,28704.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha isabellae isabellae,Mountain Robin-Chat (Mountain),mouroc2,issf,28705.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha archeri,Archer's Robin-Chat,arrcha1,species,28706.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha archeri archeri,Archer's Robin-Chat (Archer's),arcroc1,issf,28707.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha archeri kimbutui,Archer's Robin-Chat (Kabobo),arcroc2,issf,28708.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha anomala,Olive-flanked Robin-Chat,ofrcha1,species,28709.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha anomala grotei,Olive-flanked Robin-Chat (White-bellied),olfroc1,issf,28710.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha anomala mbuluensis,Olive-flanked Robin-Chat (Black),olfroc2,issf,28711.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha anomala [anomala Group],Olive-flanked Robin-Chat (Olive-flanked),olfroc3,issf,28712.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha caffra,Cape Robin-Chat,carcha1,species,28716.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha humeralis,White-throated Robin-Chat,wtrcha1,species,28721.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha cyanocampter,Blue-shouldered Robin-Chat,bsrcha1,species,28722.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha semirufa,Rüppell's Robin-Chat,rurcha1,species,28725.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha heuglini,White-browed Robin-Chat,wbrcha2,species,28729.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha natalensis,Red-capped Robin-Chat,rcrcha1,species,28733.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha dichroa,Chorister Robin-Chat,chrcha1,species,28737.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha heinrichi,White-headed Robin-Chat,whrcha1,species,28740.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha niveicapilla,Snowy-crowned Robin-Chat,scrcha1,species,28741.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha albicapillus,White-crowned Robin-Chat,wcrcha1,species,28744.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cossypha sp.,robin-chat sp.,robinc1,spuh,28748.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Xenocopsychus ansorgei,Angola Cave-Chat,anccha1,species,28749.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cichladusa arquata,Collared Palm-Thrush,copthr1,species,28750.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cichladusa ruficauda,Rufous-tailed Palm-Thrush,rtpthr1,species,28751.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Cichladusa guttata,Spotted Morning-Thrush,spmthr1,species,28752.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Erithacus rubecula,European Robin,eurrob1,species,28756.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Pogonocichla stellata,White-starred Robin,whsrob1,species,28766.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Swynnertonia swynnertoni,Swynnerton's Robin,swyrob1,species,28777.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Swynnertonia swynnertoni rodgersi,Swynnerton's Robin (Udzungwa),swyrob2,issf,28778.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Swynnertonia swynnertoni swynnertoni,Swynnerton's Robin (Swynnerton's),swyrob3,issf,28779.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas poliocephala,Brown-chested Alethe,brcale1,species,28780.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas poliocephala poliocephala,Brown-chested Alethe (Gray-headed),bncale1,issf,28781.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas poliocephala hallae,Brown-chested Alethe (Gabela),bncale2,issf,28782.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas poliocephala compsonota,Brown-chested Alethe (Chestnut-backed),bncale3,issf,28783.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas poliocephala [carruthersi Group],Brown-chested Alethe (Brown-chested),bncale4,issf,28784.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas poliophrys,Red-throated Alethe,retale1,species,28792.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas choloensis,Cholo Alethe,choale1,species,28795.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Chamaetylas fuelleborni,White-chested Alethe,whcale1,species,28798.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Stiphrornis pyrrholaemus,Olive-backed Forest Robin,forrob6,species,28799.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Stiphrornis erythrothorax,Orange-breasted Forest Robin,obfrob1,species,28800.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Stiphrornis mabirae,Yellow-breasted Forest Robin,forrob4,species,28804.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Stiphrornis sp.,forest robin sp.,forrob7,spuh,28807.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia polioptera,Gray-winged Robin-Chat,gywroc1,species,28808.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia polioptera nigriceps/tessmanni,Gray-winged Robin-Chat (Black-capped),gywroc2,issf,28809.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia polioptera polioptera,Gray-winged Robin-Chat (Gray-winged),gywroc3,issf,28812.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia poensis,Short-tailed Akalat,shtaka2,species,28813.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia poensis granti,Short-tailed Akalat (Grant's),bocaka2,issf,28814.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia poensis poensis,Short-tailed Akalat (Bioko),bocaka3,issf,28815.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia poensis [kungwensis Group],Short-tailed Akalat (Short-tailed),shtaka1,issf,28816.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia bocagei,Bocage's Akalat,bocaka11,species,28820.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia cyornithopsis,Lowland Akalat,lowaka1,species,28824.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia aequatorialis,Equatorial Akalat,equaka1,species,28828.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia sharpei,Sharpe's Akalat,shaaka1,species,28831.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia gunningi,East Coast Akalat,eacaka1,species,28834.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia gunningi sokokensis,East Coast Akalat (East Coast),eacaka2,issf,28835.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia gunningi alticola,East Coast Akalat (Montane),eacaka4,issf,28836.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia gunningi bensoni,East Coast Akalat (Benson's),eacaka5,issf,28837.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia gunningi gunningi,East Coast Akalat (Gunning's),eacaka6,issf,28838.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia gabela,Gabela Akalat,gabaka1,species,28839.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia montana,Usambara Akalat,usaaka1,species,28840.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia lowei,Iringa Akalat,iriaka1,species,28841.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Sheppardia aurantiithorax,Rubeho Akalat,rubaka1,species,28842.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Leonardina woodi,Bagobo Robin,bagbab2,species,28843.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Vauriella gularis,Eyebrowed Jungle Flycatcher,eyjfly1,species,28844.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Vauriella insignis,Rusty-flanked Jungle Flycatcher,rufjuf1,species,28845.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Vauriella albigularis,Negros Jungle Flycatcher,negjuf1,species,28846.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Vauriella goodfellowi,Mindanao Jungle Flycatcher,minjuf1,species,28847.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Heinrichia calligyna,Great Shortwing,gresho1,species,28848.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Heinrichia calligyna simplex,Great Shortwing (Minahasa),gresho2,issf,28849.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Heinrichia calligyna calligyna/picta,Great Shortwing (Great),gresho3,issf,28850.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx hyperythra,Rusty-bellied Shortwing,rubsho1,species,28853.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx leucophris,Lesser Shortwing,lessho1,species,28854.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx cruralis,Himalayan Shortwing,whbsho4,species,28860.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx sinensis,Chinese Shortwing,whbsho5,species,28861.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx cruralis/sinensis,Himalayan/Chinese Shortwing,y01161,slash,28862.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx goodfellowi,Taiwan Shortwing,whbsho6,species,28863.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx poliogyna,Philippine Shortwing,whbsho7,species,28864.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx erythrogyna,Bornean Shortwing,whbsho8,species,28872.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx saturata,Sumatran Shortwing,whbsho9,species,28873.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx montana,Javan Shortwing,whbsho10,species,28874.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx floris,Flores Shortwing,whbsho11,species,28875.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx [undescribed submontane Mindanao form],Mindanao Shortwing (undescribed form),minsho1,form,28876.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Brachypteryx sp.,Brachypteryx sp.,brachy1,spuh,28877.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Heteroxenicus stellatus,Gould's Shortwing,gousho1,species,28878.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora sibilans,Rufous-tailed Robin,rutrob1,species,28881.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora ruficeps,Rufous-headed Robin,ruhrob1,species,28882.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora akahige,Japanese Robin,japrob2,species,28883.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora tanensis,Izu Robin,japrob3,species,28884.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora akahige/tanensis,Japanese/Izu Robin,japrob1,slash,28885.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora komadori,Ryukyu Robin,ryurob2,species,28886.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora namiyei,Okinawa Robin,ryurob3,species,28887.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora komadori/namiyei,Ryukyu/Okinawa Robin,ryurob1,slash,28888.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora brunnea,Indian Blue Robin,inbrob1,species,28889.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Larvivora cyane,Siberian Blue Robin,sibrob,species,28892.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Irania gutturalis,White-throated Robin,whtrob3,species,28895.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia luscinia,Thrush Nightingale,thrnig1,species,28896.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia megarhynchos,Common Nightingale,comnig1,species,28897.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia megarhynchos megarhynchos/africana,Common Nightingale (megarhynchos/africana),comnig2,issf,28898.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia megarhynchos golzii,Common Nightingale (golzii),comnig3,issf,28901.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia luscinia x megarhynchos,Thrush x Common Nightingale (hybrid),x01010,hybrid,28902.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia luscinia/megarhynchos,Thrush/Common Nightingale,y00625,slash,28903.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia phaenicuroides,White-bellied Redstart,whbred1,species,28904.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia svecica,Bluethroat,blueth,species,28907.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia svecica [svecica Group],Bluethroat (Red-spotted),blueth1,issf,28908.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia svecica azuricollis,Bluethroat (Iberian),blueth4,issf,28917.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia svecica cyanecula/namnetum,Bluethroat (White-spotted),blueth2,issf,28918.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Luscinia svecica magna,Bluethroat (Caucasian),blueth3,issf,28921.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus blighi,Sri Lanka Whistling-Thrush,ceywht1,species,28922.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus melanurus,Shiny Whistling-Thrush,shwthr1,species,28923.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus glaucinus,Javan Whistling-Thrush,javwht1,species,28924.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus castaneus,Sumatran Whistling-Thrush,chwwht1,species,28925.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus borneensis,Bornean Whistling-Thrush,borwht1,species,28926.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus robinsoni,Malayan Whistling-Thrush,mawthr2,species,28927.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus horsfieldii,Malabar Whistling-Thrush,mawthr1,species,28928.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus insularis,Taiwan Whistling-Thrush,fowthr1,species,28929.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus caeruleus,Blue Whistling-Thrush,blwthr1,species,28930.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus caeruleus caeruleus,Blue Whistling-Thrush (Black-billed),bluwht1,issf,28931.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus caeruleus [flavirostris Group],Blue Whistling-Thrush (Yellow-billed),bluwht2,issf,28932.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myophonus sp.,whistling-thrush sp.,whistl2,spuh,28938.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus scouleri,Little Forktail,litfor1,species,28939.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus leschenaulti,White-crowned Forktail,whcfor1,species,28942.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus leschenaulti sinensis/indicus,White-crowned Forktail (Northern),whcfor4,issf,28943.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus leschenaulti frontalis/chaseni,White-crowned Forktail (Malaysian),whcfor10,issf,28946.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus leschenaulti leschenaulti,White-crowned Forktail (Javan),whcfor5,issf,28949.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus borneensis,Bornean Forktail,whcfor3,species,28950.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus leschenaulti/borneensis,White-crowned/Bornean Forktail,y01210,slash,28951.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus maculatus,Spotted Forktail,spofor1,species,28952.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus velatus,Sunda Forktail,sunfor1,species,28957.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus ruficapillus,Chestnut-naped Forktail,chnfor1,species,28960.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus immaculatus,Black-backed Forktail,blbfor1,species,28961.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus schistaceus,Slaty-backed Forktail,slbfor1,species,28962.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Enicurus sp.,forktail sp.,forkta1,spuh,28963.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Calliope pectardens,Firethroat,fireth1,species,28964.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Calliope obscura,Blackthroat,btbrob1,species,28965.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Calliope calliope,Siberian Rubythroat,sibrub,species,28966.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Calliope pectoralis,Himalayan Rubythroat,himrub1,species,28967.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Calliope tschebaiewi,Chinese Rubythroat,chirub1,species,28971.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Calliope pectoralis/tschebaiewi,Himalayan/Chinese Rubythroat (White-tailed Rubythroat),whtrub1,slash,28972.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myiomela leucura,White-tailed Robin,whtrob2,species,28973.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myiomela leucura leucura/montium,White-tailed Robin (White-tailed),whtrob4,issf,28974.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myiomela leucura cambodiana,White-tailed Robin (Cambodian),whtrob5,issf,28977.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myiomela diana,Sunda Robin,sunrob1,species,28978.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myiomela diana sumatrana,Sunda Robin (Sumatran),sunrob2,issf,28979.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
Myiomela diana diana,Sunda Robin (Javan),sunrob3,issf,28980.0,Passeriformes,Old World Flycatchers,Muscicapidae,muscic3
